rid,name,wclass,size,B17,warhead,pen.HE,pen.AP,kill.HE,kill.AP,accuracy,range_max,range_APCR,pen_APCR,pen_HEAT,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39
1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8mm Carbine,1,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7.92mm MG34 LMG,2,0,0,1,0,0,8,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.92mm MG34 BMG,5,0,0,1,0,0,8,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25mm SA34 L/72,6,0,0,2,1,5,1,0,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25mm SA35 L/53,6,0,0,2,0,5,0,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25mm SA37 L/78,6,0,0,2,0,5,0,0,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,37mm M1 AA-Gun,4,0,0,2,1,6,13,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,37mm SA18 m.37,6,0,0,2,1,0,1,0,7,30,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
13,37mm SA35 (L33),6,0,0,2,1,4,1,0,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,37mm L36 Tp 98,6,0,0,2,1,4,1,0,9,40,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0
15,37mm SA37 (L53),6,0,0,2,1,4,1,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37mm M5 L53,6,0,0,2,1,6,1,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,40mm M1 AAG,4,0,0,3,1,7,15,0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,37mm M6 L57,6,0,0,2,1,6,1,0,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,47mm SA34 (L21),6,0,0,3,1,0,2,0,6,45,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2 Pounder Gun,6,0,0,3,1,7,1,0,13,45,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0
21,47mm SA37 (L53),6,0,0,3,1,8,2,0,13,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
22,47mm SA35 (L34),6,0,0,3,1,5,2,0,9,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23,47mm SA34 (L30),6,0,0,3,1,8,2,0,8,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,57mm M1 AT-Gun,6,0,0,3,2,11,3,0,13,50,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6 Pounder Gun,6,0,0,3,2,11,3,0,13,50,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0
30,60mm mle 35,3,0,0,4,1,0,7,0,3,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,75mm BS gun,6,0,0,4,2,5,5,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,75mm Mle 1897FG,6,0,0,4,2,0,5,0,6,201,20,7,9,0,0,0,0,0,0,0,0,0,0,0,0
34,<75mm Howitzer,6,0,0,4,2,0,5,0,6,205,20,7,9,0,0,0,0,0,0,0,0,0,0,0,0
35,3in CSH,6,0,0,4,2,5,5,0,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3in Mortar,3,0,0,4,1,0,11,0,3,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,75mm SA35 L17,6,0,0,4,2,5,5,0,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,75mm Conus Gun,6,0,0,4,2,8,5,0,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,75mm M2 L31,6,0,0,4,2,8,5,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,75mm M6 L39,6,0,0,4,2,10,5,0,10,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,75mm M3 L40,6,0,0,4,2,10,5,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,7.5cm StK40 L48,6,0,0,4,2,13,5,0,12,70,50,17,9,0,0,0,0,0,0,0,0,0,0,0,0
48,75mm M42 Gun,6,0,0,4,2,16,5,0,17,80,60,23,9,0,0,0,0,0,0,0,0,0,0,0,0
49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3in M7 L53,6,0,0,4,2,12,5,0,13,70,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0
53,76mm M1A1 L55,6,0,0,4,2,12,5,0,13,70,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0
54,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,81mm mle 27/31,3,0,0,4,1,0,11,0,3,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
