id,nation,name,type,type,uclass,uclass,mclass,mclass,start_yr,start_mo,end_yr,end_mo,size,crew,survive,cost,speed,radio,irvis,fc,rf,stab,rof,load_cap,load_cost,swim,smkdev,wpn1,wpn1_HEammo,wpn1_APammo,wpn1_HEATammo,wpn1_APCRammo,wpn2,wpn2_HEammo,wpn2_APammo,wpn3,wpn3_HEammo,wpn3_APammo,wpn4,wpn4_HEammo,wpn4_APammo,arm_HE_FH,arm_HE_SH,arm_HE_RH,arm_HE_FT,arm_HE_ST,arm_HE_RT,arm_HE_TP,arm_HE_SK,arm_AP_FH,arm_AP_SH,arm_AP_RH,arm_AP_FT,arm_AP_ST,arm_AP_RT,arm_AP_TP,arm_AP_SK,slp_FH,slp_SH,slp_RH,slp_FT,slp_ST,slp_RT,sound,lbm,text,icon,icon_desert,icon_winter
1,0,Manchukuo,281,reserved,14,other,0,default,1901,1,1901,12,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0
2,3,Type 94 TK,107,tankette,2,armor,3,track,1943,1,1943,12,2,2,3,19,14,12,0,1,0,0,9,0,10,0,0,245,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,32121,0,4101,4099,4102
8,3,Renault Type 79,110,CS tank,2,armor,3,track,1930,1,1940,6,2,2,3,20,6,11,0,1,0,0,8,0,10,0,0,10,120,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,9090,0,4378,4380,4381
9,3,Renault Type 89,110,CS tank,2,armor,3,track,1932,1,1945,12,2,2,3,22,8,21,0,1,0,0,9,0,10,0,0,9,80,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,1,0,0,0,0,0,0,0,0,9132,0,1365,1366,1366
10,3,Renault Type 87,110,CS tank,2,armor,3,track,1930,1,1942,12,2,2,3,21,8,21,0,1,0,0,9,0,10,0,0,244,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,1,0,0,0,0,0,0,0,0,9131,0,1365,1366,1366
11,5,Type 95 Ha-Go,110,CS tank,2,armor,3,track,1944,1,1946,12,2,3,3,31,16,12,0,1,1,0,8,0,10,0,0,14,50,69,0,0,0,0,0,245,120,0,209,120,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,9159,0,4162,4163,4165
17,3,Stokes Mortars,146,mortar,4,artillery,0,default,1930,1,1934,12,1,8,0,23,3,31,0,1,0,0,7,0,1,0,0,32,40,0,0,0,32,40,0,227,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,67,67,67
18,3,Brandt Mortars,146,mortar,4,artillery,0,default,1930,1,1934,12,1,8,0,26,3,41,0,1,0,0,7,0,1,0,0,33,40,0,0,0,33,40,0,227,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8827,0,66,66,66
22,3,Crossley M25,233,armored car,8,recon,1,wheel,1933,1,1946,11,3,5,2,21,23,10,0,0,0,0,9,0,10,0,0,137,120,0,0,0,137,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,9229,0,1495,1497,1496
23,3,Type 92 Chiyoda,233,armored car,8,recon,0,default,1936,1,1946,12,4,6,3,29,13,20,0,1,0,0,9,106,10,0,0,244,120,0,0,0,236,90,0,230,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,3693,0,4063,4064,4066
24,3,Wolseley A/C,233,armored car,8,recon,1,wheel,1933,1,1940,12,3,3,2,16,12,20,0,0,0,0,9,0,10,0,0,244,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,17068,0,179,179,179
25,3,Nissan 180,242,light truck,10,transport,2,wheel (AT),1930,1,1946,12,2,2,0,12,24,10,0,0,0,0,0,113,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32109,0,3381,3381,3382
26,3,Isuzu Type 94,243,medium truck,10,transport,1,wheel,1930,1,1946,12,3,2,0,12,18,10,0,0,0,0,0,118,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,3354,3354,3353
27,3,Isuzu Type 2,244,heavy truck,10,transport,1,wheel,1930,1,1946,12,4,2,0,16,15,10,0,0,0,0,0,132,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17044,0,3348,3350,3351
