id,name,wclass,wclass,size,warhead,kill_HE,kill_AP,pen_HE,pen_AP,pen_HEAT,pen_APCR,accuracy,range_max,range_APCR
0,SPWAW,0,unknown weapon,0,0,0,0,0,0,0,0,0,0,0
7,20mm Quad AA,4,anti-air weapon,222,2,0,0,12,38,0,0,72,160,0
11,37mm M1A2 AA,4,anti-air weapon,6,2,0,0,12,44,0,0,64,180,0
14,37mm M5 Gun,5,light gun,6,2,28,0,12,71,0,86,44,120,40
15,37mm M6 Gun,5,light gun,6,2,0,0,13,77,0,91,44,140,68
16,37mm M3 Gun,5,light gun,6,2,0,0,12,69,0,0,44,120,0
17,40mm Bofors Gun,4,anti-air weapon,6,3,0,0,26,56,0,0,60,207,0
27,57mm M1 Gun,5,light gun,7,3,0,0,0,103,0,127,72,160,80
30,60mm M2 Mortar,3,team weapon,4,3,4,0,9,0,0,0,16,160,10
33,75mm M1A1 Pack,6,medium gun,9,4,0,0,23,0,65,0,48,216,40
34,75mm 1897A4 FG,6,medium gun,8,4,11,0,25,58,0,0,40,216,60
39,75mm M1917 FG,6,medium gun,8,4,0,0,25,60,0,0,48,216,60
40,M9 Bazooka,2,secondary infantry weapon,3,4,0,0,0,222,110,0,8,20,0
44,75mm M3 Gun,6,medium gun,8,4,0,0,25,102,0,0,68,160,0
45,75mm M3 Gun,6,medium gun,8,4,0,0,25,102,0,0,68,160,0
53,76mm M1 Gun,6,medium gun,8,4,0,0,27,124,0,196,100,207,140
56,81mm M1 Mortar,3,team weapon,5,5,0,0,18,0,0,0,16,208,20
60,76mm M7 Gun,6,medium gun,8,4,5,0,27,142,0,196,96,207,120
65,90mm M3 Gun,7,large gun,12,5,0,0,35,185,0,232,124,208,200
68,105mm M4 Gun,7,large gun,12,6,6,0,37,84,128,0,56,160,80
71,105mm M2A1 FH,7,large gun,12,6,0,0,34,74,85,0,56,222,40
72,4.2in M2 Mortar,3,team weapon,7,6,0,0,22,0,0,0,16,211,20
75,75mm M6 Gun,6,medium gun,8,4,0,0,25,98,0,0,68,160,0
77,TNT,2,secondary infantry weapon,2,10,0,0,80,0,0,0,4,4,0
80,Torpedo,13,anti-tank guided missile,12,15,8,0,210,0,0,0,40,80,8
81,Torpedo,13,anti-tank guided missile,12,15,0,0,0,222,210,0,80,80,8
82,4.5in M8 Rocket,7,large gun,15,7,0,0,42,0,0,0,0,209,60
83,Flamethrower,8,infantry flamethrower,2,15,0,0,150,0,0,0,4,4,0
84,Satchel Charge,2,secondary infantry weapon,2,10,0,0,0,222,150,0,4,4,0
87,MkIIA Frag Gren,2,secondary infantry weapon,1,2,0,0,19,0,0,0,4,4,0
91,M1 Bazooka,2,secondary infantry weapon,3,4,0,0,0,222,90,0,8,16,0
94,M1 RG Launcher,2,secondary infantry weapon,2,2,0,0,19,222,25,0,8,16,0
96,E7 Flamegun,9,vehicle flamethrower,3,20,0,0,200,0,0,0,8,8,0
97,105mm T5E1 Gun,7,large gun,12,6,0,0,37,242,128,253,160,208,160
98,90mm M2 AA,4,anti-air weapon,10,5,0,0,35,184,0,0,112,207,40
100,Camera,16,anti-radiation missile,1,20,0,0,0,0,0,0,8,8,0
104,155mm M2 FG,7,large gun,12,9,0,0,58,165,0,0,68,229,80
106,.50cal M2-HB,3,team weapon,4,1,5,0,23,23,0,0,44,160,0
107,90mm M1A1 AA,4,anti-air weapon,10,5,0,0,35,152,0,0,100,208,0
108,POA Flamegun,9,vehicle flamethrower,3,20,0,0,200,0,0,0,8,8,0
109,4.5in M16 Rckt,7,large gun,15,7,0,0,42,0,0,0,0,224,60
110,155mm M1 FG,7,large gun,9,9,0,0,58,137,0,0,48,225,40
112,.30 M1 Garand,1,primary infantry weapon,1,1,8,0,0,0,0,0,16,48,0
113,.30 M1918A2 BAR,2,secondary infantry weapon,1,1,0,0,0,0,0,0,28,56,0
114,.45 Colt M1911,1,primary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
115,.45 Colt M1911,2,secondary infantry weapon,1,1,0,0,0,0,0,0,4,4,0
119,Satan Flamegun,9,vehicle flamethrower,3,18,0,0,200,0,0,0,8,8,0
120,.30cal M1919A4,3,team weapon,4,1,5,0,0,0,0,0,48,80,0
121,.30cal M1919A6,2,secondary infantry weapon,3,1,0,0,0,0,0,0,40,80,0
122,.30cal Stinger,2,secondary infantry weapon,1,1,0,0,0,0,0,0,32,56,0
